order_id,order_date,region,product,category,quantity,price,revenue
163,2023-01-07 18:00:00,West,Laptop,Electronics,2,359,718
164,2023-01-07 19:00:00,West,Headphones,Accessories,4,623,2492
165,2023-01-07 20:00:00,South,Headphones,Electronics,4,909,3636
166,2023-01-07 21:00:00,North,Headphones,Accessories,4,837,3348
167,2023-01-07 22:00:00,West,Headphones,Electronics,4,871,3484
168,2023-01-07 23:00:00,East,Phone,Electronics,2,695,1390
169,2023-01-08 00:00:00,East,Tablet,Accessories,4,959,3836
170,2023-01-08 01:00:00,South,Phone,Accessories,2,959,1918
171,2023-01-08 02:00:00,West,Phone,Accessories,2,105,210
172,2023-01-08 03:00:00,North,Laptop,Accessories,4,858,3432
173,2023-01-08 04:00:00,East,Headphones,Accessories,4,134,536
174,2023-01-08 05:00:00,West,Phone,Electronics,4,274,1096
175,2023-01-08 06:00:00,West,Headphones,Accessories,2,541,1082
176,2023-01-08 07:00:00,South,Phone,Accessories,3,676,2028
177,2023-01-08 08:00:00,East,Phone,Electronics,2,246,492
178,2023-01-08 09:00:00,East,Laptop,Accessories,3,668,2004
179,2023-01-08 10:00:00,North,Tablet,Electronics,4,292,1168
180,2023-01-08 11:00:00,East,Tablet,Accessories,2,112,224
181,2023-01-08 12:00:00,North,Phone,Accessories,4,629,2516
182,2023-01-08 13:00:00,East,Laptop,Electronics,3,345,1035
183,2023-01-08 14:00:00,South,Headphones,Accessories,3,774,2322
184,2023-01-08 15:00:00,East,Headphones,Accessories,2,954,1908
185,2023-01-08 16:00:00,North,Phone,Accessories,2,213,426
186,2023-01-08 17:00:00,North,Tablet,Accessories,2,893,1786
187,2023-01-08 18:00:00,South,Laptop,Electronics,2,332,664
188,2023-01-08 19:00:00,East,Tablet,Electronics,1,777,777
189,2023-01-08 20:00:00,East,Headphones,Accessories,1,421,421
190,2023-01-08 21:00:00,South,Tablet,Accessories,4,637,2548
191,2023-01-08 22:00:00,East,Headphones,Electronics,3,225,675
192,2023-01-08 23:00:00,East,Laptop,Electronics,3,412,1236
193,2023-01-09 00:00:00,North,Laptop,Accessories,4,610,2440
194,2023-01-09 01:00:00,East,Phone,Electronics,4,583,2332
195,2023-01-09 02:00:00,East,Phone,Electronics,4,380,1520
196,2023-01-09 03:00:00,South,Tablet,Electronics,1,897,897
197,2023-01-09 04:00:00,South,Laptop,Electronics,4,382,1528
198,2023-01-09 05:00:00,West,Laptop,Accessories,3,750,2250
199,2023-01-09 06:00:00,North,Phone,Electronics,4,712,2848
200,2023-01-09 07:00:00,East,Headphones,Accessories,2,491,982
201,2023-01-09 08:00:00,East,Tablet,Accessories,3,622,1866
202,2023-01-09 09:00:00,West,Tablet,Electronics,3,481,1443
203,2023-01-09 10:00:00,East,Phone,Accessories,3,315,945
204,2023-01-09 11:00:00,North,Laptop,Accessories,1,641,641
205,2023-01-09 12:00:00,West,Phone,Electronics,1,705,705
206,2023-01-09 13:00:00,North,Phone,Electronics,3,215,645
207,2023-01-09 14:00:00,West,Phone,Electronics,2,608,1216
208,2023-01-09 15:00:00,West,Phone,Accessories,3,599,1797
209,2023-01-09 16:00:00,South,Headphones,Accessories,1,370,370
210,2023-01-09 17:00:00,North,Headphones,Accessories,2,539,1078
211,2023-01-09 18:00:00,East,Laptop,Accessories,3,390,1170
212,2023-01-09 19:00:00,East,Phone,Electronics,1,138,138
213,2023-01-09 20:00:00,North,Headphones,Accessories,2,123,246
214,2023-01-09 21:00:00,East,Laptop,Electronics,4,875,3500
215,2023-01-09 22:00:00,East,Phone,Electronics,4,142,568
216,2023-01-09 23:00:00,North,Tablet,Electronics,3,269,807
217,2023-01-10 00:00:00,West,Headphones,Electronics,4,439,1756
218,2023-01-10 01:00:00,North,Laptop,Accessories,1,268,268
219,2023-01-10 02:00:00,West,Tablet,Electronics,2,914,1828
220,2023-01-10 03:00:00,East,Phone,Accessories,3,637,1911
221,2023-01-10 04:00:00,East,Phone,Electronics,2,791,1582
222,2023-01-10 05:00:00,East,Phone,Electronics,2,571,1142
223,2023-01-10 06:00:00,South,Headphones,Electronics,2,761,1522
224,2023-01-10 07:00:00,West,Laptop,Accessories,1,744,744
225,2023-01-10 08:00:00,South,Tablet,Electronics,3,242,726
226,2023-01-10 09:00:00,South,Laptop,Electronics,4,775,3100
227,2023-01-10 10:00:00,North,Headphones,Electronics,2,200,400
228,2023-01-10 11:00:00,South,Laptop,Electronics,2,674,1348
229,2023-01-10 12:00:00,North,Headphones,Accessories,2,704,1408
230,2023-01-10 13:00:00,North,Phone,Accessories,1,818,818
231,2023-01-10 14:00:00,South,Tablet,Electronics,4,574,2296
232,2023-01-10 15:00:00,West,Phone,Electronics,2,410,820
233,2023-01-10 16:00:00,West,Laptop,Accessories,1,683,683
234,2023-01-10 17:00:00,West,Phone,Accessories,1,159,159
235,2023-01-10 18:00:00,West,Tablet,Accessories,2,128,256
236,2023-01-10 19:00:00,West,Phone,Electronics,2,630,1260
237,2023-01-10 20:00:00,South,Tablet,Accessories,1,172,172
238,2023-01-10 21:00:00,South,Tablet,Electronics,1,493,493
239,2023-01-10 22:00:00,East,Phone,Accessories,2,968,1936
240,2023-01-10 23:00:00,West,Headphones,Accessories,1,493,493
241,2023-01-11 00:00:00,South,Laptop,Electronics,1,857,857
242,2023-01-11 01:00:00,East,Headphones,Accessories,2,580,1160
243,2023-01-11 02:00:00,West,Headphones,Electronics,2,572,1144
244,2023-01-11 03:00:00,North,Phone,Accessories,3,412,1236
245,2023-01-11 04:00:00,East,Laptop,Electronics,4,537,2148
246,2023-01-11 05:00:00,South,Laptop,Accessories,2,423,846
247,2023-01-11 06:00:00,North,Headphones,Accessories,2,186,372
248,2023-01-11 07:00:00,North,Phone,Electronics,2,458,916
249,2023-01-11 08:00:00,North,Laptop,Electronics,4,794,3176
250,2023-01-11 09:00:00,East,Headphones,Electronics,3,296,888
251,2023-01-11 10:00:00,South,Laptop,Electronics,1,855,855
252,2023-01-11 11:00:00,North,Phone,Accessories,4,939,3756
253,2023-01-11 12:00:00,West,Phone,Accessories,2,484,968
254,2023-01-11 13:00:00,North,Phone,Accessories,2,217,434
255,2023-01-11 14:00:00,North,Laptop,Accessories,3,597,1791
256,2023-01-11 15:00:00,East,Tablet,Accessories,3,983,2949
257,2023-01-11 16:00:00,East,Laptop,Accessories,3,561,1683
258,2023-01-11 17:00:00,South,Tablet,Electronics,1,595,595
259,2023-01-11 18:00:00,West,Phone,Accessories,4,693,2772
260,2023-01-11 19:00:00,East,Headphones,Accessories,4,346,1384
261,2023-01-11 20:00:00,North,Tablet,Electronics,3,333,999
262,2023-01-11 21:00:00,South,Phone,Accessories,1,516,516
263,2023-01-11 22:00:00,North,Phone,Accessories,4,566,2264
264,2023-01-11 23:00:00,North,Tablet,Accessories,2,581,1162
265,2023-01-12 00:00:00,East,Headphones,Electronics,2,464,928
266,2023-01-12 01:00:00,South,Phone,Electronics,2,252,504
267,2023-01-12 02:00:00,West,Tablet,Accessories,4,371,1484
268,2023-01-12 03:00:00,West,Headphones,Electronics,3,491,1473
269,2023-01-12 04:00:00,East,Headphones,Accessories,2,646,1292
270,2023-01-12 05:00:00,East,Phone,Accessories,3,824,2472
271,2023-01-12 06:00:00,South,Laptop,Accessories,1,822,822
272,2023-01-12 07:00:00,West,Laptop,Electronics,2,529,1058
273,2023-01-12 08:00:00,West,Phone,Accessories,1,750,750
274,2023-01-12 09:00:00,West,Headphones,Accessories,3,288,864
275,2023-01-12 10:00:00,North,Phone,Accessories,4,911,3644
276,2023-01-12 11:00:00,West,Tablet,Accessories,3,351,1053
277,2023-01-12 12:00:00,North,Laptop,Accessories,2,494,988
278,2023-01-12 13:00:00,South,Tablet,Electronics,2,761,1522
279,2023-01-12 14:00:00,North,Phone,Accessories,3,952,2856
280,2023-01-12 15:00:00,South,Phone,Electronics,2,318,636
281,2023-01-12 16:00:00,West,Headphones,Accessories,2,693,1386
282,2023-01-12 17:00:00,West,Headphones,Electronics,1,289,289
283,2023-01-12 18:00:00,South,Headphones,Accessories,4,333,1332
284,2023-01-12 19:00:00,East,Tablet,Accessories,3,787,2361
285,2023-01-12 20:00:00,South,Headphones,Electronics,1,331,331
286,2023-01-12 21:00:00,East,Phone,Electronics,2,457,914
287,2023-01-12 22:00:00,North,Headphones,Accessories,1,577,577
288,2023-01-12 23:00:00,North,Laptop,Electronics,4,674,2696
289,2023-01-13 00:00:00,North,Headphones,Electronics,3,528,1584
290,2023-01-13 01:00:00,West,Tablet,Accessories,4,336,1344
291,2023-01-13 02:00:00,North,Laptop,Accessories,4,132,528
292,2023-01-13 03:00:00,East,Laptop,Accessories,1,312,312
293,2023-01-13 04:00:00,North,Laptop,Accessories,1,671,671
294,2023-01-13 05:00:00,South,Tablet,Accessories,4,478,1912
295,2023-01-13 06:00:00,South,Phone,Electronics,2,101,202
296,2023-01-13 07:00:00,West,Headphones,Accessories,3,549,1647
297,2023-01-13 08:00:00,South,Laptop,Electronics,2,668,1336
298,2023-01-13 09:00:00,East,Laptop,Accessories,2,526,1052
299,2023-01-13 10:00:00,North,Laptop,Accessories,3,912,2736
300,2023-01-13 11:00:00,West,Phone,Electronics,1,898,898
301,2023-01-13 12:00:00,North,Phone,Accessories,2,749,1498
302,2023-01-13 13:00:00,North,Tablet,Electronics,1,378,378
303,2023-01-13 14:00:00,East,Phone,Electronics,3,313,939
304,2023-01-13 15:00:00,South,Headphones,Electronics,2,850,1700
305,2023-01-13 16:00:00,South,Tablet,Accessories,1,384,384
306,2023-01-13 17:00:00,North,Tablet,Accessories,1,642,642
307,2023-01-13 18:00:00,West,Headphones,Accessories,2,817,1634
308,2023-01-13 19:00:00,South,Headphones,Accessories,3,373,1119
309,2023-01-13 20:00:00,West,Headphones,Accessories,4,110,440
310,2023-01-13 21:00:00,South,Tablet,Accessories,1,970,970
311,2023-01-13 22:00:00,West,Tablet,Electronics,3,146,438
312,2023-01-13 23:00:00,East,Tablet,Accessories,2,614,1228
313,2023-01-14 00:00:00,West,Headphones,Accessories,1,741,741
314,2023-01-14 01:00:00,East,Headphones,Accessories,1,537,537
315,2023-01-14 02:00:00,East,Laptop,Accessories,1,683,683
316,2023-01-14 03:00:00,West,Phone,Electronics,3,770,2310
317,2023-01-14 04:00:00,East,Laptop,Electronics,1,526,526
318,2023-01-14 05:00:00,North,Headphones,Electronics,1,531,531
319,2023-01-14 06:00:00,East,Tablet,Electronics,2,229,458
320,2023-01-14 07:00:00,South,Headphones,Electronics,1,121,121
321,2023-01-14 08:00:00,West,Phone,Accessories,3,991,2973
322,2023-01-14 09:00:00,North,Laptop,Electronics,2,488,976
323,2023-01-14 10:00:00,West,Laptop,Electronics,4,234,936
324,2023-01-14 11:00:00,South,Tablet,Accessories,2,631,1262
325,2023-01-14 12:00:00,South,Laptop,Accessories,1,319,319
326,2023-01-14 13:00:00,South,Laptop,Electronics,4,432,1728
327,2023-01-14 14:00:00,East,Headphones,Accessories,2,229,458
328,2023-01-14 15:00:00,East,Laptop,Accessories,1,131,131
329,2023-01-14 16:00:00,West,Laptop,Electronics,2,701,1402
330,2023-01-14 17:00:00,West,Laptop,Accessories,3,870,2610
331,2023-01-14 18:00:00,North,Tablet,Electronics,1,524,524
332,2023-01-14 19:00:00,North,Tablet,Electronics,3,397,1191
333,2023-01-14 20:00:00,West,Headphones,Accessories,1,603,603
334,2023-01-14 21:00:00,East,Laptop,Electronics,3,944,2832
335,2023-01-14 22:00:00,South,Tablet,Electronics,4,860,3440
336,2023-01-14 23:00:00,West,Tablet,Accessories,3,784,2352
337,2023-01-15 00:00:00,North,Headphones,Accessories,2,456,912
338,2023-01-15 01:00:00,East,Phone,Accessories,1,554,554
339,2023-01-15 02:00:00,West,Laptop,Accessories,2,500,1000
340,2023-01-15 03:00:00,West,Tablet,Electronics,3,995,2985
341,2023-01-15 04:00:00,East,Headphones,Accessories,1,658,658
342,2023-01-15 05:00:00,West,Headphones,Accessories,3,808,2424
343,2023-01-15 06:00:00,East,Headphones,Electronics,4,554,2216
344,2023-01-15 07:00:00,South,Tablet,Electronics,4,990,3960
345,2023-01-15 08:00:00,East,Laptop,Electronics,4,133,532
346,2023-01-15 09:00:00,East,Phone,Electronics,3,865,2595
347,2023-01-15 10:00:00,East,Laptop,Accessories,3,347,1041
348,2023-01-15 11:00:00,West,Headphones,Accessories,4,141,564
349,2023-01-15 12:00:00,West,Headphones,Electronics,3,900,2700
350,2023-01-15 13:00:00,East,Phone,Electronics,2,222,444
351,2023-01-15 14:00:00,West,Laptop,Electronics,3,126,378
352,2023-01-15 15:00:00,North,Headphones,Electronics,2,561,1122
353,2023-01-15 16:00:00,North,Headphones,Accessories,4,670,2680
354,2023-01-15 17:00:00,West,Laptop,Electronics,3,246,738
355,2023-01-15 18:00:00,West,Headphones,Accessories,4,595,2380
356,2023-01-15 19:00:00,East,Laptop,Electronics,1,726,726
357,2023-01-15 20:00:00,South,Headphones,Accessories,3,585,1755
358,2023-01-15 21:00:00,West,Laptop,Accessories,3,559,1677
359,2023-01-15 22:00:00,North,Phone,Accessories,4,998,3992
360,2023-01-15 23:00:00,East,Headphones,Accessories,4,810,3240
361,2023-01-16 00:00:00,West,Phone,Electronics,4,227,908
362,2023-01-16 01:00:00,North,Headphones,Accessories,1,475,475
363,2023-01-16 02:00:00,North,Headphones,Electronics,1,764,764
364,2023-01-16 03:00:00,South,Tablet,Accessories,4,980,3920
365,2023-01-16 04:00:00,East,Laptop,Accessories,3,882,2646
366,2023-01-16 05:00:00,East,Phone,Electronics,3,950,2850
367,2023-01-16 06:00:00,South,Phone,Electronics,4,182,728
368,2023-01-16 07:00:00,South,Phone,Accessories,2,634,1268
369,2023-01-16 08:00:00,East,Laptop,Accessories,1,622,622
370,2023-01-16 09:00:00,East,Tablet,Electronics,1,798,798
371,2023-01-16 10:00:00,West,Phone,Accessories,2,727,1454
372,2023-01-16 11:00:00,West,Laptop,Electronics,4,773,3092
373,2023-01-16 12:00:00,South,Headphones,Electronics,3,202,606
374,2023-01-16 13:00:00,West,Phone,Electronics,3,854,2562
375,2023-01-16 14:00:00,North,Phone,Accessories,1,618,618
376,2023-01-16 15:00:00,West,Tablet,Accessories,2,461,922
377,2023-01-16 16:00:00,West,Phone,Electronics,3,783,2349
378,2023-01-16 17:00:00,North,Phone,Electronics,1,355,355
379,2023-01-16 18:00:00,South,Headphones,Electronics,3,346,1038
380,2023-01-16 19:00:00,North,Laptop,Electronics,3,291,873
381,2023-01-16 20:00:00,West,Laptop,Accessories,3,725,2175
382,2023-01-16 21:00:00,South,Tablet,Electronics,1,634,634
383,2023-01-16 22:00:00,West,Headphones,Accessories,2,969,1938
384,2023-01-16 23:00:00,North,Laptop,Electronics,4,413,1652
385,2023-01-17 00:00:00,North,Headphones,Accessories,2,375,750
386,2023-01-17 01:00:00,West,Laptop,Accessories,3,472,1416
387,2023-01-17 02:00:00,East,Headphones,Accessories,2,543,1086
388,2023-01-17 03:00:00,East,Tablet,Accessories,3,747,2241
389,2023-01-17 04:00:00,North,Phone,Accessories,1,968,968
390,2023-01-17 05:00:00,North,Tablet,Electronics,1,294,294
391,2023-01-17 06:00:00,East,Laptop,Electronics,1,357,357
392,2023-01-17 07:00:00,East,Tablet,Accessories,3,889,2667
393,2023-01-17 08:00:00,West,Phone,Electronics,2,681,1362
394,2023-01-17 09:00:00,West,Tablet,Electronics,4,970,3880
395,2023-01-17 10:00:00,East,Laptop,Electronics,4,459,1836
396,2023-01-17 11:00:00,West,Laptop,Electronics,1,647,647
397,2023-01-17 12:00:00,West,Tablet,Electronics,4,207,828
398,2023-01-17 13:00:00,South,Phone,Electronics,3,123,369
399,2023-01-17 14:00:00,West,Tablet,Electronics,2,751,1502
400,2023-01-17 15:00:00,North,Phone,Accessories,4,564,2256
401,2023-01-17 16:00:00,West,Headphones,Electronics,4,121,484
402,2023-01-17 17:00:00,West,Phone,Electronics,2,601,1202
403,2023-01-17 18:00:00,East,Headphones,Electronics,4,950,3800
404,2023-01-17 19:00:00,North,Tablet,Accessories,2,940,1880
405,2023-01-17 20:00:00,West,Phone,Accessories,3,815,2445
406,2023-01-17 21:00:00,West,Headphones,Electronics,3,991,2973
407,2023-01-17 22:00:00,South,Headphones,Accessories,3,835,2505
408,2023-01-17 23:00:00,West,Headphones,Accessories,1,600,600
409,2023-01-18 00:00:00,West,Laptop,Electronics,3,834,2502
410,2023-01-18 01:00:00,South,Tablet,Accessories,4,692,2768
411,2023-01-18 02:00:00,East,Headphones,Electronics,1,506,506
412,2023-01-18 03:00:00,West,Phone,Accessories,1,429,429
413,2023-01-18 04:00:00,South,Headphones,Electronics,1,802,802
414,2023-01-18 05:00:00,North,Laptop,Accessories,3,385,1155
415,2023-01-18 06:00:00,East,Tablet,Electronics,1,246,246
416,2023-01-18 07:00:00,North,Laptop,Electronics,3,893,2679
417,2023-01-18 08:00:00,North,Laptop,Accessories,3,483,1449
418,2023-01-18 09:00:00,South,Laptop,Electronics,1,110,110
419,2023-01-18 10:00:00,West,Phone,Electronics,1,375,375
